CODE_IRIS,id_2,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
340900102,333389,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341980101,342472,15,1,2,2,0,30,2,2,0,2,2,2,2,0
342700103,202211,5,1,1,1,0,5,1,1,0,1,1,1,1,0
341720106,241747,2,2,2,3,1,5,2.5,2.5,0.5,2,2,2,3,1
340570101,292399,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720603,209643,16,2,2,3,1,37,2.3125,2,0.463512405443479,3,2,2,3,1
341721601,276709,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
341721602,278778,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
340870000,65450,6,3,1,3,2,12,2,2,0.577350269189626,1,2,2,2,0
341290107,264464,2,1,1,1,0,2,1,1,0,1,1,1,1,0
340900103,331987,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720503,192492,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
340880102,92093,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341790000,104993,1,1,4,4,0,4,4,4,0,4,4,4,4,0
342700103,199477,6,1,1,1,0,6,1,1,0,1,1,1,1,0
341160102,191061,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341721302,236387,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341290108,289081,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341720801,226068,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341160101,166451,3,3,1,3,2,6,2,2,0.816496580927726,1,1,1.5,2.5,1
341290105,310940,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720401,204826,3,3,1,3,2,6,2,2,0.816496580927726,1,1,1.5,2.5,1
341720702,216476,2,2,1,5,4,6,3,3,2,1,1,1,5,4
341721401,224743,1,1,5,5,0,5,5,5,0,5,5,5,5,0
341290108,282911,4,1,1,1,0,4,1,1,0,1,1,1,1,0
340570105,310149,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341721904,317735,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341290109,292495,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
343070000,406446,3,3,1,3,2,6,2,2,0.816496580927726,1,1,1.5,2.5,1
343270101,364149,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341230102,189763,5,3,2,4,2,14,2.8,3,0.748331477354788,4,2,2,3,1
340880101,70907,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341290101,281575,2,1,1,1,0,2,1,1,0,1,1,1,1,0
340570103,293736,5,2,1,2,1,7,1.4,1,0.489897948556636,2,1,1,2,1
341720405,195937,2,1,11,11,0,22,11,11,0,11,11,11,11,0
341722602,254821,11,3,2,5,3,30,2.72727272727273,3,0.862439361864103,5,2,2,3,1
341160101,158250,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340950102,138631,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342020103,137186,5,2,1,2,1,8,1.6,2,0.489897948556636,1,2,1,2,1
342560000,442041,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341721301,241845,7,2,1,2,1,8,1.14285714285714,1,0.349927106111883,2,1,1,1,0
341720803,240427,10,2,1,2,1,12,1.2,1,0.4,2,1,1,1,0
341340000,180318,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341721803,283547,1,1,6,6,0,6,6,6,0,6,6,6,6,0
340570107,299859,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
342170101,254611,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
340570102,287593,6,3,1,3,2,10,1.66666666666667,1.5,0.74535599249993,3,1,1,2,1
341722902,250012,10,4,2,5,3,36,3.6,3.5,0.916515138991168,2,3,3,4,1
341722801,239079,5,1,2,2,0,10,2,2,0,2,2,2,2,0
341721001,223344,3,3,1,4,3,8,2.66666666666667,3,1.24721912892465,1,1,2,3.5,1.5
340950101,133834,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720802,237002,3,2,4,5,1,14,4.66666666666667,5,0.471404520791032,4,5,4.5,5,0.5
341720901,209672,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341721803,286957,8,1,2,2,0,16,2,2,0,2,2,2,2,0
341290105,315742,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341290109,284294,2,2,3,4,1,7,3.5,3.5,0.5,3,3,3,4,1
343070000,414647,4,2,1,2,1,7,1.75,2,0.433012701892219,1,2,1.5,2,0.5
341230102,174737,3,1,1,1,0,3,1,1,0,1,1,1,1,0
340900101,334735,13,2,2,3,1,32,2.46153846153846,2,0.498518515262143,3,2,2,3,1
340880101,70207,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
341721803,288330,2,2,5,6,1,11,5.5,5.5,0.5,5,5,5,6,1
341721804,300642,1,1,5,5,0,5,5,5,0,5,5,5,5,0
341722302,254103,9,3,2,4,2,31,3.44444444444444,4,0.684934889218775,2,4,3,4,1
340580103,367521,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720803,230849,6,2,1,2,1,9,1.5,1.5,0.5,1,1,1,2,1
341722401,264342,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342700104,217286,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341722902,249327,7,3,2,4,2,21,3,3,0.534522483824849,2,3,3,3,0
341720405,197305,4,3,1,8,7,14,3.5,2.5,2.87228132326901,4,1,1,6,5
340570103,288257,3,1,1,1,0,3,1,1,0,1,1,1,1,0
340900102,340911,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
340270000,436509,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341721804,282870,1,1,7,7,0,7,7,7,0,7,7,7,7,0
340570104,308098,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341290102,296609,9,2,1,2,1,10,1.11111111111111,1,0.314269680527354,2,1,1,1,0
342020102,107080,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720105,232872,7,2,1,2,1,13,1.85714285714286,2,0.349927106111883,1,2,2,2,0
340870000,62712,4,2,4,5,1,18,4.5,4.5,0.5,4,4,4,5,1
340220103,429120,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341290104,311625,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
343370101,231030,2,1,2,2,0,4,2,2,0,2,2,2,2,0
342590101,148773,4,1,2,2,0,8,2,2,0,2,2,2,2,0
340870000,83946,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341290109,306172,5,2,2,3,1,11,2.2,2,0.4,3,2,2,2,0
340580101,394195,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341690000,232785,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341721001,222656,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341200101,293692,4,1,1,1,0,4,1,1,0,1,1,1,1,0
341980103,352060,7,2,1,2,1,11,1.57142857142857,2,0.494871659305394,1,2,1,2,1
340900103,338146,4,2,2,3,1,9,2.25,2,0.433012701892219,3,2,2,2.5,0.5
341290102,300022,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720702,214421,5,2,1,2,1,7,1.4,1,0.489897948556636,2,1,1,2,1
341721002,221294,2,2,3,4,1,7,3.5,3.5,0.5,3,3,3,4,1
342590101,150131,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
342020101,118761,1,1,1,1,0,1,1,1,0,1,1,1,1,0
343070000,411928,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
340220101,402440,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720109,222582,3,1,5,5,0,15,5,5,0,5,5,5,5,0
341290101,296625,5,2,1,2,1,8,1.6,2,0.489897948556636,1,2,1,2,1
341980101,340406,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341722802,248650,21,1,2,2,0,42,2,2,0,2,2,2,2,0
341290105,308892,2,1,1,1,0,2,1,1,0,1,1,1,1,0
340770101,280693,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720202,273217,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341720401,206182,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340950101,144100,6,2,1,2,1,10,1.66666666666667,2,0.471404520791032,1,2,1,2,1
341340000,174131,6,1,1,1,0,6,1,1,0,1,1,1,1,0
340870000,86011,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341290103,258324,4,1,1,1,0,4,1,1,0,1,1,1,1,0
341720101,244482,1,1,3,3,0,3,3,3,0,3,3,3,3,0
342170101,259393,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341720502,199333,9,2,1,2,1,12,1.33333333333333,1,0.471404520791032,2,1,1,2,1
341980101,339048,12,2,1,2,1,22,1.83333333333333,2,0.372677996249965,1,2,2,2,0
341230101,189812,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720801,230859,3,2,1,5,4,7,2.33333333333333,1,1.88561808316413,5,1,1,3,2
340580101,387350,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720301,249236,1,1,2,2,0,2,2,2,0,2,2,2,2,0
343270101,363468,7,1,1,1,0,7,1,1,0,1,1,1,1,0
341721203,254162,4,4,1,4,3,10,2.5,2.5,1.11803398874989,1,1,1.5,3.5,2
341722201,279408,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341640000,371467,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
342170102,264882,2,1,1,1,0,2,1,1,0,1,1,1,1,0
340570107,296460,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341721002,221296,4,2,1,2,1,7,1.75,2,0.433012701892219,1,2,1.5,2,0.5
341722102,284210,9,3,1,3,2,19,2.11111111111111,2,0.566557723732532,1,2,2,2,0
341290101,287058,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341721602,271931,8,2,1,2,1,9,1.125,1,0.330718913883074,2,1,1,1,0
340570105,311521,8,1,1,1,0,8,1,1,0,1,1,1,1,0
341721904,298576,3,2,1,3,2,7,2.33333333333333,3,0.942809041582063,1,3,2,3,1
342490000,396813,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341720101,243114,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341720802,231521,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341690000,250603,4,3,1,3,2,7,1.75,1.5,0.82915619758885,2,1,1,2.5,1.5
341160101,184931,3,2,2,3,1,7,2.33333333333333,2,0.471404520791032,3,2,2,2.5,0.5
340270000,437870,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341720202,281418,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341721804,291758,2,1,9,9,0,18,9,9,0,9,9,9,9,0
342700103,219989,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341160102,191778,7,2,1,2,1,10,1.42857142857143,1,0.494871659305394,2,1,1,2,1
342490000,378352,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341722305,256143,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340220101,403139,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341721001,235657,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340950102,133159,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
341721102,237031,3,2,2,5,3,9,3,2,1.4142135623731,5,2,2,3.5,1.5
341200101,318995,7,2,1,2,1,10,1.42857142857143,1,0.494871659305394,2,1,1,2,1
340570107,295069,3,1,2,2,0,6,2,2,0,2,2,2,2,0
342020103,139259,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720301,233515,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720702,213058,3,1,2,2,0,6,2,2,0,2,2,2,2,0
342700103,212482,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720106,236274,2,2,1,4,3,5,2.5,2.5,1.5,1,1,1,4,3
342020102,127612,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341290104,304788,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
343370101,231712,7,1,1,1,0,7,1,1,0,1,1,1,1,0
340570107,298502,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342700102,206297,4,1,1,1,0,4,1,1,0,1,1,1,1,0
342170101,258024,6,3,1,3,2,11,1.83333333333333,2,0.687184270936277,3,2,1,2,1
341720102,245858,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341290101,295259,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
343270102,370303,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
340570105,319726,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341722302,252738,7,5,1,5,4,17,2.42857142857143,2,1.49829835452879,2,1,1,3.5,2.5
340950103,131803,6,2,1,2,1,11,1.83333333333333,2,0.372677996249965,1,2,2,2,0
341160102,189697,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341720707,219898,2,2,2,5,3,7,3.5,3.5,1.5,2,2,2,5,3
340950101,143415,4,2,1,2,1,7,1.75,2,0.433012701892219,1,2,1.5,2,0.5
340220103,426388,7,2,1,2,1,9,1.28571428571429,1,0.451753951452626,2,1,1,1.5,0.5
342490000,386553,4,1,2,2,0,8,2,2,0,2,2,2,2,0
341722002,268491,7,3,2,5,3,18,2.57142857142857,2,1.04978131833565,3,2,2,2.5,0.5
341200102,309415,5,2,1,2,1,7,1.4,1,0.489897948556636,2,1,1,2,1
341290103,252871,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341721603,275367,1,1,3,3,0,3,3,3,0,3,3,3,3,0
341722601,256864,12,3,2,4,2,39,3.25,3,0.595119035711904,2,3,3,4,1
340220101,401064,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341720901,209661,12,2,1,2,1,23,1.91666666666667,2,0.276385399196283,1,2,2,2,0
341721602,276037,7,2,1,2,1,9,1.28571428571429,1,0.451753951452626,2,1,1,1.5,0.5
340570103,284151,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341722303,257509,4,2,1,4,3,10,2.5,2.5,1.5,1,1,1,4,3
341980103,350688,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341720703,226047,1,1,8,8,0,8,8,8,0,8,8,8,8,0
342560000,447514,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341720501,205482,5,2,1,2,1,8,1.6,2,0.489897948556636,1,2,1,2,1
341720102,254043,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341721203,255527,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341640000,381727,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342700103,203585,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
340900103,325827,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341722401,275974,1,1,4,4,0,4,4,4,0,4,4,4,4,0
341290104,317097,9,1,1,1,0,9,1,1,0,1,1,1,1,0
341290101,280218,6,2,1,2,1,10,1.66666666666667,2,0.471404520791032,1,2,1,2,1
343370103,210524,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340770101,287516,3,1,1,1,0,3,1,1,0,1,1,1,1,0
340220101,404512,6,1,2,2,0,12,2,2,0,2,2,2,2,0
341722703,278735,2,2,2,6,4,8,4,4,2,2,2,2,6,4
341721203,250733,3,2,4,5,1,14,4.66666666666667,5,0.471404520791032,4,5,4.5,5,0.5
342020102,138545,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341230101,193231,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
342700101,200834,8,2,1,2,1,11,1.375,1,0.484122918275927,2,1,1,2,1
340570107,301237,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341790000,103631,3,1,2,2,0,6,2,2,0,2,2,2,2,0
341690000,251282,5,3,1,3,2,8,1.6,1,0.8,2,1,1,2,1
343270104,375761,6,1,1,1,0,6,1,1,0,1,1,1,1,0
341230101,194600,5,1,1,1,0,5,1,1,0,1,1,1,1,0
341722102,287623,7,1,1,1,0,7,1,1,0,1,1,1,1,0
341721601,273297,1,1,8,8,0,8,8,8,0,8,8,8,8,0
341340000,168656,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340870000,88071,5,2,1,2,1,9,1.8,2,0.4,1,2,2,2,0
341722401,265037,2,1,3,3,0,6,3,3,0,3,3,3,3,0
340580102,383941,7,1,1,1,0,7,1,1,0,1,1,1,1,0
340570105,312893,6,1,1,1,0,6,1,1,0,1,1,1,1,0
341160101,173992,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341722202,279413,3,2,2,5,3,9,3,2,1.4142135623731,5,2,2,3.5,1.5
341200102,312152,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341160102,182214,3,1,2,2,0,6,2,2,0,2,2,2,2,0
341230101,179554,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340880101,73634,3,1,1,1,0,3,1,1,0,1,1,1,1,0
342590101,136419,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720803,236323,4,2,1,4,3,7,1.75,1,1.29903810567666,4,1,1,2.5,1.5
341690000,249201,13,3,1,3,2,29,2.23076923076923,2,0.575639597965222,1,2,2,3,1
341720109,221211,3,1,1,1,0,3,1,1,0,1,1,1,1,0
340570104,310843,4,1,1,1,0,4,1,1,0,1,1,1,1,0
340880101,75015,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341290102,291142,5,2,2,3,1,12,2.4,2,0.489897948556636,3,2,2,3,1
340220101,427768,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340580101,383929,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720802,238364,2,1,4,4,0,8,4,4,0,4,4,4,4,0
341721502,266472,2,1,7,7,0,14,7,7,0,7,7,7,7,0
341290107,268559,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720301,234879,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341340000,176873,3,1,3,3,0,9,3,3,0,3,3,3,3,0
342590102,158337,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
341721401,216522,2,1,3,3,0,6,3,3,0,3,3,3,3,0
340880101,71581,3,1,2,2,0,6,2,2,0,2,2,2,2,0
341721101,234993,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
340570105,321082,6,2,1,2,1,7,1.16666666666667,1,0.372677996249965,2,1,1,1,0
343370102,233102,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341720202,268427,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
342270000,455004,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341721101,228831,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
341721502,263040,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
341722101,285557,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341290103,250131,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
340220103,427752,6,1,1,1,0,6,1,1,0,1,1,1,1,0
341722401,268454,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341722602,259605,3,2,1,6,5,8,2.66666666666667,1,2.35702260395516,6,1,1,3.5,2.5
342020102,124197,6,2,1,2,1,9,1.5,1.5,0.5,1,1,1,2,1
340880102,103046,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341720902,219250,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341690000,237561,1,1,2,2,0,2,2,2,0,2,2,2,2,0
343270102,374398,6,2,1,2,1,7,1.16666666666667,1,0.372677996249965,2,1,1,1,0
342950000,138596,4,1,1,1,0,4,1,1,0,1,1,1,1,0
341721301,246628,1,1,5,5,0,5,5,5,0,5,5,5,5,0
340570105,323817,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341720501,204798,2,1,2,2,0,4,2,2,0,2,2,2,2,0
341720109,218483,3,2,3,5,2,13,4.33333333333333,5,0.942809041582063,3,5,4,5,1
341160102,199310,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
340580102,378461,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
340270000,431026,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
341720203,271861,5,2,1,2,1,8,1.6,2,0.489897948556636,1,2,1,2,1
341160102,213674,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
342700102,197401,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
341720202,276628,1,1,3,3,0,3,3,3,0,3,3,3,3,0
341720902,215821,7,2,2,3,1,15,2.14285714285714,2,0.349927106111883,3,2,2,2,0
340880101,90032,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341160101,178783,12,2,1,2,1,21,1.75,2,0.433012701892219,1,2,1.5,2,0.5
342020102,115963,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341200102,305996,5,1,4,4,0,20,4,4,0,4,4,4,4,0
340770102,269749,8,2,1,2,1,9,1.125,1,0.330718913883074,2,1,1,1,0
341720902,217181,2,2,7,9,2,16,8,8,1,7,7,7,9,2
341720204,263642,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341230102,191815,5,2,2,3,1,11,2.2,2,0.4,3,2,2,2,0
341722303,254768,2,1,5,5,0,10,5,5,0,5,5,5,5,0
341721804,295871,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341720102,250630,1,1,3,3,0,3,3,3,0,3,3,3,3,0
342950000,146797,1,1,5,5,0,5,5,5,0,5,5,5,5,0
340220102,419552,3,3,1,3,2,6,2,2,0.816496580927726,1,1,1.5,2.5,1
342170102,271703,1,1,2,2,0,2,2,2,0,2,2,2,2,0
343370102,228991,7,2,1,2,1,8,1.14285714285714,1,0.349927106111883,2,1,1,1,0
342270000,448820,3,1,2,2,0,6,2,2,0,2,2,2,2,0
341980103,355486,4,1,1,1,0,4,1,1,0,1,1,1,1,0
342560000,444813,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341721303,239818,4,1,1,1,0,4,1,1,0,1,1,1,1,0
341980101,344512,1,1,1,1,0,1,1,1,0,1,1,1,1,0
343370102,232417,3,1,1,1,0,3,1,1,0,1,1,1,1,0
341720101,243810,4,2,1,2,1,5,1.25,1,0.433012701892219,2,1,1,1.5,0.5
341690000,245805,2,1,2,2,0,4,2,2,0,2,2,2,2,0
340570104,301266,10,3,1,3,2,20,2,2,0.447213595499958,1,2,2,2,0
341720203,270497,11,2,1,2,1,21,1.90909090909091,2,0.287479787288034,1,2,2,2,0
343270102,379876,6,2,1,2,1,7,1.16666666666667,1,0.372677996249965,2,1,1,1,0
342700101,193991,2,1,1,1,0,2,1,1,0,1,1,1,1,0
341720301,254723,2,1,2,2,0,4,2,2,0,2,2,2,2,0
342560000,432469,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
341290102,297291,11,2,1,2,1,14,1.27272727272727,1,0.445361771415123,2,1,1,1.5,0.5
342590101,155619,6,2,2,3,1,13,2.16666666666667,2,0.372677996249965,3,2,2,2,0
340270000,435148,2,2,2,3,1,5,2.5,2.5,0.5,2,2,2,3,1
341721603,284255,4,1,2,2,0,8,2,2,0,2,2,2,2,0
341230101,196650,3,2,2,3,1,8,2.66666666666667,3,0.471404520791032,2,3,2.5,3,0.5
342020102,124872,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340570107,284140,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341722701,271223,6,3,1,7,6,16,2.66666666666667,1,2.42670329642684,5,1,1,5,4
341290108,289744,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340580102,372325,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342170102,263502,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720403,197308,1,1,3,3,0,3,3,3,0,3,3,3,3,0
341230102,180870,5,1,2,2,0,10,2,2,0,2,2,2,2,0
340570107,288920,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341722503,262322,10,4,1,6,5,44,4.4,5,1.28062484748657,1,5,4,5,1
340580102,393531,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
341721904,302004,2,2,3,4,1,7,3.5,3.5,0.5,3,3,3,4,1
342560000,422205,1,1,2,2,0,2,2,2,0,2,2,2,2,0
340570105,319041,1,1,1,1,0,1,1,1,0,1,1,1,1,0
341722401,274616,4,4,1,11,10,19,4.75,3.5,3.89711431702997,1,1,1.5,8,6.5
340220103,425020,5,2,1,2,1,6,1.2,1,0.4,2,1,1,1,0
340570101,306062,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342440000,438005,6,2,1,2,1,8,1.33333333333333,1,0.471404520791032,2,1,1,2,1
340950102,114032,4,1,1,1,0,4,1,1,0,1,1,1,1,0
340880102,83223,3,2,1,2,1,5,1.66666666666667,2,0.471404520791032,1,2,1.5,2,0.5
341720203,269129,3,3,1,4,3,8,2.66666666666667,3,1.24721912892465,1,1,2,3.5,1.5
341290107,253522,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341160102,191096,7,2,1,2,1,12,1.71428571428571,2,0.451753951452626,1,2,1.5,2,0.5
341290108,289052,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
343370103,220809,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342950000,176913,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
342170102,255301,2,1,2,2,0,4,2,2,0,2,2,2,2,0
340580101,388728,21,3,1,3,2,45,2.14285714285714,2,0.63887656499994,1,2,2,3,1
341160102,187647,1,1,1,1,0,1,1,1,0,1,1,1,1,0
342700103,204261,6,1,1,1,0,6,1,1,0,1,1,1,1,0
341230102,182233,3,1,2,2,0,6,2,2,0,2,2,2,2,0
340570107,292357,4,2,1,2,1,6,1.5,1.5,0.5,1,1,1,2,1
342560000,444088,5,1,1,1,0,5,1,1,0,1,1,1,1,0
341721202,258258,2,2,1,2,1,3,1.5,1.5,0.5,1,1,1,2,1
341720901,206249,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
341721501,265768,4,3,2,5,3,12,3,2.5,1.22474487139159,3,2,2,4,2
340950102,145480,17,2,2,3,1,40,2.35294117647059,2,0.47788461203741,3,2,2,3,1
341230102,178149,9,1,1,1,0,9,1,1,0,1,1,1,1,0
341721701,267848,1,1,2,2,0,2,2,2,0,2,2,2,2,0
342700103,198802,5,2,1,2,1,7,1.4,1,0.489897948556636,2,1,1,2,1
341290108,287039,1,1,4,4,0,4,4,4,0,4,4,4,4,0
342170102,269670,1,1,2,2,0,2,2,2,0,2,2,2,2,0
341790000,113213,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340950103,153686,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340950102,144119,4,3,1,3,2,8,2,2,0.707106781186548,1,2,1.5,2.5,1
341721401,226785,1,1,4,4,0,4,4,4,0,4,4,4,4,0
341230101,174757,1,1,1,1,0,1,1,1,0,1,1,1,1,0
340580101,382559,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
340570101,289662,6,1,1,1,0,6,1,1,0,1,1,1,1,0
340570107,282769,3,2,1,2,1,4,1.33333333333333,1,0.471404520791032,2,1,1,1.5,0.5
